id,interior_design_concept,location_zip_code,startup_budget,business_profit_rate,average_review_ratings
3054,art gallery,95135,34758.89,57.29,3.02
3055,industrial,95112,78858.79,49.31,1.79
3056,industrial,95101,37229.06,19.45,4.31
3057,romantic,95110,75440.28,92.3,1.01
3058,romantic,95109,45414.7,48.65,1.1
3059,modern,95109,78815.66,55.71,4.61
3060,romantic,95134,52566.4,34.96,1.91
3061,vintage,95127,57878.58,76.58,0.97
3062,art gallery,95127,54408.09,32.83,1.75
3063,industrial,95134,42577.39,96.67,1.75
3064,industrial,95105,76744.2,94.15,3.56
3065,vintage,95119,55630.89,45.02,0.86
3066,art gallery,95134,37938.99,79.34,1.0
3067,modern,95126,72272.37,22.63,0.89
3068,minimalist,95121,71963.31,66.04,4.7
3069,minimalist,95116,79922.42,49.67,0.14
3070,minimalist,95131,64375.65,11.87,4.07
3071,romantic,95126,73051.11,86.41,1.57
3072,industrial,95107,31056.09,86.99,0.24
3073,vintage,95122,58761.36,70.74,2.46
3074,romantic,95131,72625.6,41.22,3.99
3075,minimalist,95127,45483.87,88.71,3.44
3076,industrial,95123,44054.17,48.62,2.37
3077,modern,95129,30477.44,22.68,3.72
3078,art gallery,95111,57731.29,98.67,0.46
3079,romantic,95135,54938.25,91.13,4.99
3080,vintage,95121,46409.97,87.68,4.74
3081,modern,95122,61486.92,1.88,1.04
3082,art gallery,95106,50699.7,49.78,2.41
3083,modern,95122,68580.62,66.65,2.54
3084,art gallery,95113,76321.61,31.26,2.52
3085,industrial,95133,66489.24,60.86,2.66
3086,romantic,95133,49801.26,63.35,2.06
3087,industrial,95117,51178.94,21.3,4.25
3088,romantic,95101,32727.33,79.48,0.99
3089,minimalist,95121,79597.36,63.63,2.35
3090,vintage,95107,52423.44,43.51,3.16
3091,art gallery,95106,66924.85,86.32,3.91
3092,romantic,95139,34888.61,6.59,3.63
3093,modern,95117,58910.51,29.06,1.46
3094,modern,95131,46293.94,16.87,2.52
3095,romantic,95135,38906.11,77.98,4.4
3096,industrial,95136,41116.9,2.64,1.34
3097,industrial,95134,75920.9,51.89,4.96
3098,vintage,95111,32056.14,11.71,4.91
3099,vintage,95102,43455.12,21.34,4.29
3100,vintage,95128,38862.17,12.47,0.75
3101,vintage,95124,70531.08,32.97,3.36
3102,romantic,95128,71320.88,14.95,3.72
3103,industrial,95124,33413.36,52.0,0.85
3104,vintage,95107,48779.52,12.96,1.83
3105,minimalist,95111,68845.48,70.88,4.83
3106,minimalist,95128,59038.8,59.6,4.07
3107,vintage,95129,58722.54,85.1,3.33
3108,industrial,95118,55021.78,86.76,0.09
3109,industrial,95124,76526.35,63.61,0.13
3110,art gallery,95103,38120.02,54.06,4.38
3111,vintage,95118,62897.66,29.9,4.68
3112,minimalist,95110,46265.78,64.25,1.17
3113,romantic,95132,73463.24,25.97,2.12
3114,art gallery,95134,49921.09,40.33,0.19
3115,art gallery,95129,47533.32,61.64,0.98
3116,modern,95118,60625.41,74.97,0.56
3117,industrial,95120,30229.41,80.11,0.42
3118,romantic,95104,73339.89,5.24,2.37
3119,modern,95127,63100.52,17.4,1.25
3120,vintage,95102,36779.28,6.31,4.88
3121,industrial,95111,70935.37,25.71,0.18
3122,industrial,95124,43604.19,1.27,3.46
3123,industrial,95107,37616.1,46.11,2.36
3124,industrial,95134,51240.73,26.14,3.91
3125,minimalist,95111,60161.66,59.78,0.81
3126,romantic,95126,59504.43,1.36,1.76
3127,industrial,95133,79901.71,92.48,4.46
3128,minimalist,95112,34386.05,3.34,1.75
3129,romantic,95112,30092.5,71.22,4.48
3130,industrial,95105,42117.37,44.56,2.34
3131,minimalist,95122,66276.57,67.13,3.73
3132,minimalist,95110,58657.81,5.81,0.1
3133,art gallery,95128,38318.56,50.32,3.14
3134,modern,95116,34494.36,36.35,2.85
3135,minimalist,95113,47276.37,23.81,4.35
3136,minimalist,95102,47892.45,86.46,2.55
3137,romantic,95139,52746.89,96.59,4.17
3138,minimalist,95113,62539.45,14.94,2.24
3139,modern,95119,63185.84,40.01,4.13
3140,vintage,95131,63444.84,33.1,4.31
3141,minimalist,95119,63724.85,95.84,2.7
3142,vintage,95120,70897.88,38.44,4.66
3143,vintage,95122,50532.36,21.78,4.02
3144,minimalist,95129,72502.46,69.92,1.23
3145,romantic,95107,46618.78,10.58,1.84
3146,minimalist,95121,60714.77,0.72,2.29
3147,art gallery,95131,63611.37,10.89,2.23
3148,vintage,95136,63831.23,6.18,0.95
3149,art gallery,95105,79051.58,75.05,0.19
3150,vintage,95128,51278.18,50.45,3.38
3151,modern,95107,38633.75,91.13,1.34
3152,minimalist,95120,67642.03,59.24,1.91
3153,minimalist,95116,64993.81,53.74,3.63
3154,art gallery,95128,34795.27,50.09,1.7
3155,vintage,95126,51916.96,46.42,2.13
3156,modern,95128,54868.44,6.48,3.84
3157,vintage,95108,33770.37,51.71,2.26
3158,vintage,95148,38929.17,66.27,3.64
3159,modern,95134,66007.17,96.67,1.69
3160,art gallery,95121,79936.44,27.74,1.58
3161,industrial,95126,77034.92,5.39,0.58
3162,modern,95106,47310.41,70.51,4.04
3163,romantic,95121,58049.62,1.25,1.56
3164,vintage,95133,30272.51,51.58,2.44
3165,art gallery,95125,57048.8,87.45,4.63
3166,art gallery,95139,75738.75,70.77,0.12
3167,romantic,95135,43375.3,53.02,3.99
3168,art gallery,95120,74570.72,84.2,0.24
3169,modern,95133,43023.77,49.75,3.21
3170,minimalist,95101,51946.77,65.67,2.11
3171,minimalist,95113,59469.48,90.2,1.18
3172,modern,95121,36328.27,37.8,2.33
3173,romantic,95122,41546.79,20.62,0.65
3174,minimalist,95118,38588.09,40.2,1.33
3175,romantic,95126,68352.47,40.34,1.75
3176,art gallery,95101,66512.2,79.72,2.38
3177,art gallery,95132,67805.51,30.68,0.13
3178,vintage,95111,63733.13,80.78,2.13
3179,industrial,95109,33509.14,0.72,1.49
3180,minimalist,95139,52772.75,79.39,3.82
3181,industrial,95140,40966.61,42.64,4.42
3182,minimalist,95134,63287.62,92.35,0.66
3183,vintage,95123,76991.35,11.56,4.59
3184,romantic,95131,69524.98,57.82,1.61
3185,minimalist,95138,71783.64,15.53,0.09
3186,industrial,95136,36468.38,22.1,1.93
3187,vintage,95124,61760.19,59.09,2.57
3188,vintage,95148,35121.66,45.11,2.96
3189,industrial,95139,76876.3,83.19,0.01
3190,romantic,95104,64997.81,39.06,4.66
3191,modern,95105,52704.69,19.43,4.34
3192,romantic,95138,36287.63,79.58,1.38
3193,romantic,95101,68417.54,98.74,2.77
3194,vintage,95106,63363.42,82.33,1.5
3195,modern,95112,56336.34,28.07,2.67
3196,modern,95126,56100.33,80.21,4.67
3197,vintage,95128,76057.88,99.25,1.95
3198,vintage,95105,43091.85,38.98,4.63
3199,romantic,95105,68456.29,70.35,3.79
3200,minimalist,95134,33547.23,88.33,0.23
3201,romantic,95127,42155.69,28.15,4.89
3202,art gallery,95107,61805.93,58.19,0.89
3203,romantic,95104,58505.02,15.39,4.33
3204,minimalist,95106,37627.68,34.53,2.83
3205,art gallery,95120,64738.43,98.99,3.11
3206,vintage,95102,54657.61,2.42,3.55
3207,industrial,95132,60488.28,59.77,3.35
3208,minimalist,95125,54364.6,97.68,3.41
3209,art gallery,95126,62739.91,58.7,4.02
3210,minimalist,95127,53348.55,31.38,2.75
3211,romantic,95139,38415.6,39.87,1.94
3212,minimalist,95131,61737.47,89.05,0.23
3213,minimalist,95140,79218.92,74.56,4.41
3214,art gallery,95132,65206.17,89.91,1.66
3215,vintage,95101,67093.42,80.55,2.68
3216,art gallery,95112,43565.6,88.79,0.08
3217,industrial,95131,57187.59,58.94,3.61
3218,modern,95127,79051.16,20.23,1.55
3219,minimalist,95111,49362.46,19.32,2.51
3220,romantic,95119,62218.54,73.71,1.1
3221,modern,95120,39946.58,23.3,1.89
3222,romantic,95107,45717.11,78.07,3.64
3223,industrial,95126,68469.93,84.13,3.82
3224,art gallery,95106,40073.96,64.06,0.08
3225,minimalist,95133,49612.03,66.25,3.06
3226,art gallery,95140,32460.79,84.02,1.88
3227,vintage,95109,49531.15,5.98,4.44
3228,art gallery,95108,56090.28,93.28,2.52
3229,romantic,95136,37282.82,42.93,1.17
3230,romantic,95108,36867.53,37.15,4.52
3231,romantic,95123,30589.83,27.2,4.14
3232,minimalist,95132,33983.35,40.79,0.86
3233,vintage,95116,35912.82,91.04,4.2
3234,modern,95109,56740.11,78.0,1.94
3235,modern,95127,40991.64,74.3,0.75
3236,minimalist,95135,52559.16,75.11,3.05
3237,minimalist,95101,60236.6,89.29,0.94
3238,romantic,95129,70344.31,30.6,0.79
3239,romantic,95105,30676.89,65.78,0.68
3240,industrial,95135,69420.0,85.42,0.22
3241,art gallery,95108,68648.63,18.66,3.37
3242,art gallery,95132,73474.68,68.61,4.05
3243,industrial,95125,38712.98,52.95,4.84
3244,industrial,95106,79273.07,33.67,0.7
3245,minimalist,95138,66797.73,50.15,3.36
3246,vintage,95148,67198.49,15.51,3.66
3247,romantic,95139,52773.89,0.96,4.39
3248,modern,95116,55472.5,79.83,0.92
3249,modern,95116,40133.52,14.09,0.93
3250,art gallery,95116,55833.7,33.86,4.28
3251,vintage,95110,78841.6,53.17,1.93
3252,minimalist,95125,43130.33,28.6,1.64
3253,art gallery,95122,45874.11,2.63,2.3
3254,industrial,95127,76607.04,64.45,4.44
3255,vintage,95109,71037.61,8.68,3.6
3256,romantic,95133,32488.82,80.68,4.15
3257,industrial,95135,64577.1,16.11,0.09
3258,industrial,95117,39903.07,63.61,3.58
3259,art gallery,95104,50521.24,86.75,2.62
3260,modern,95112,64634.44,61.1,1.43
3261,art gallery,95136,41755.6,20.16,0.24
3262,romantic,95136,53735.41,35.83,2.1
3263,vintage,95136,34023.31,72.72,4.53
3264,romantic,95127,62864.3,80.5,2.56
3265,industrial,95124,76972.39,15.47,2.83
3266,romantic,95123,48497.22,84.17,3.27
3267,modern,95108,49576.98,99.98,3.4
3268,modern,95123,47285.23,53.14,0.89
3269,minimalist,95131,70852.69,59.46,2.19
3270,industrial,95132,74825.05,37.34,3.38
3271,vintage,95124,60957.69,81.01,2.62
3272,romantic,95140,67399.23,12.79,3.99
3273,romantic,95102,63667.98,15.91,4.94
3274,vintage,95104,33678.44,16.61,0.64
3275,minimalist,95106,35391.43,96.24,2.8
3276,vintage,95136,56937.19,89.69,4.55
3277,minimalist,95125,59827.96,59.67,3.28
3278,modern,95136,48859.17,90.21,1.84
3279,minimalist,95148,43750.64,91.29,1.42
3280,romantic,95125,33955.08,65.59,0.04
3281,art gallery,95140,54514.83,48.31,1.09
3282,art gallery,95136,42251.38,79.31,1.66
3283,vintage,95108,61200.52,25.51,3.23
3284,romantic,95133,69478.76,74.62,4.11
3285,minimalist,95121,41236.85,98.51,3.71
3286,vintage,95108,32955.46,7.23,1.77
3287,minimalist,95122,31579.73,25.83,3.5
3288,art gallery,95135,56108.7,41.87,0.24
3289,art gallery,95111,70002.65,64.43,4.52
3290,romantic,95124,59465.77,88.73,1.9
3291,industrial,95118,67442.08,1.37,0.58
3292,art gallery,95116,44969.21,61.4,0.23
3293,vintage,95138,36149.48,60.17,1.5
3294,romantic,95119,70116.51,45.94,3.65
3295,industrial,95135,32741.32,96.56,1.61
3296,art gallery,95139,48383.21,42.13,4.74
3297,modern,95129,79332.58,59.25,0.82
3298,art gallery,95127,38890.1,39.21,2.03
3299,industrial,95133,57323.9,14.04,4.92
3300,art gallery,95148,75190.14,68.86,0.14
3301,industrial,95112,65933.61,73.0,0.3
3302,art gallery,95134,34398.79,34.68,3.75
3303,vintage,95107,39514.4,24.1,2.31
3304,industrial,95139,47683.42,54.94,2.75
3305,modern,95122,31886.69,45.05,2.55
3306,minimalist,95111,41617.15,25.93,4.83
3307,modern,95139,33546.62,82.14,4.69
3308,art gallery,95119,70871.59,92.05,4.57
3309,romantic,95129,73094.54,21.45,1.52
3310,modern,95139,54746.71,53.49,0.2
3311,art gallery,95136,36502.21,27.06,3.56
3312,industrial,95112,72271.53,99.22,0.5
3313,minimalist,95102,65824.12,1.85,0.06
3314,modern,95103,54173.1,32.25,4.57
3315,vintage,95139,77171.15,55.81,2.18
3316,romantic,95131,30044.79,28.72,1.33
3317,art gallery,95132,67427.39,27.35,2.25
3318,vintage,95104,66480.51,25.44,0.01
3319,minimalist,95128,64757.16,84.55,4.37
3320,modern,95132,36788.02,47.96,3.19
3321,art gallery,95117,54250.29,64.67,4.36
3322,art gallery,95148,52423.76,31.42,4.47
3323,art gallery,95123,72215.33,19.65,0.73
3324,romantic,95103,61181.34,37.1,2.47
3325,art gallery,95117,75573.14,52.64,3.87
3326,vintage,95105,55603.26,73.64,0.32
3327,modern,95131,68784.51,73.3,4.59
3328,industrial,95122,73302.03,68.94,3.98
3329,romantic,95101,63914.48,54.94,1.48
3330,romantic,95118,71190.86,28.67,3.67
3331,vintage,95112,49034.73,50.61,0.05
3332,art gallery,95121,52389.32,79.83,0.07
3333,vintage,95138,46227.65,64.76,3.69
3334,romantic,95104,77904.5,19.03,2.75
3335,art gallery,95119,70363.26,59.58,0.21
3336,art gallery,95128,45139.89,96.06,4.78
3337,modern,95101,34274.12,22.32,3.83
3338,minimalist,95103,44258.25,80.98,0.69
3339,modern,95110,36527.89,94.04,3.25
3340,industrial,95108,50047.53,48.57,1.71
3341,romantic,95133,69792.13,72.73,1.69
3342,art gallery,95136,43793.61,8.98,1.91
3343,modern,95136,43630.91,74.55,3.19
3344,minimalist,95123,78079.45,87.56,0.12
3345,art gallery,95102,73580.25,44.7,0.4
3346,minimalist,95111,30795.25,25.79,4.46
3347,art gallery,95128,42252.94,80.94,2.98
3348,modern,95111,66019.79,43.03,0.63
3349,art gallery,95148,38598.78,69.6,4.32
3350,romantic,95133,51358.16,88.34,1.14
3351,modern,95111,34396.64,90.82,3.87
3352,modern,95131,44572.29,35.87,2.29
3353,industrial,95105,41806.81,5.21,0.29
3354,minimalist,95128,61932.02,84.94,4.97
3355,vintage,95117,65595.48,41.41,0.14
3356,romantic,95148,41001.71,73.87,1.52
3357,modern,95109,67616.57,81.37,4.52
3358,romantic,95124,43756.34,82.79,3.66
3359,modern,95105,62580.7,29.98,3.35
3360,minimalist,95119,56415.26,68.84,1.28
3361,art gallery,95129,61774.13,49.59,2.35
3362,industrial,95140,39662.83,7.44,4.72
3363,industrial,95113,73927.92,11.68,4.37
3364,industrial,95138,42499.62,61.23,2.26
3365,modern,95117,67862.07,1.22,3.01
3366,vintage,95148,51201.18,51.15,0.47
3367,modern,95135,46431.58,43.16,2.04
3368,romantic,95110,78619.81,59.13,1.68
3369,modern,95119,58521.19,20.54,2.56
3370,industrial,95121,43721.47,49.82,2.51
3371,minimalist,95127,49990.46,3.5,4.9
3372,minimalist,95121,66382.35,40.59,1.54
3373,vintage,95108,64673.66,3.92,0.01
3374,vintage,95134,70487.39,80.52,3.62
3375,art gallery,95132,45095.24,74.63,2.39
3376,art gallery,95107,56902.54,65.86,2.02
3377,modern,95105,46527.9,16.95,0.68
3378,minimalist,95112,74187.32,27.77,1.22
3379,romantic,95132,31157.95,47.47,3.32
3380,industrial,95128,64159.24,23.67,2.78
3381,vintage,95139,35313.18,41.88,4.76
3382,art gallery,95117,65231.89,5.33,2.21
3383,romantic,95108,64311.98,89.1,2.07
3384,romantic,95128,71727.4,99.31,0.94
3385,minimalist,95103,40801.53,35.02,3.88
3386,minimalist,95138,35621.72,89.38,3.35
3387,vintage,95136,42300.9,57.77,3.51
3388,romantic,95109,56978.82,55.51,1.47
3389,vintage,95121,37145.8,41.58,1.18
3390,minimalist,95126,37566.04,47.47,3.24
3391,art gallery,95117,49713.38,4.71,4.84
3392,art gallery,95133,46392.27,58.67,3.97
3393,art gallery,95108,56853.83,70.91,2.54
3394,art gallery,95101,43302.42,57.84,0.28
3395,vintage,95120,64312.27,56.99,3.34
3396,romantic,95123,72451.24,24.93,3.6
3397,vintage,95131,71686.65,15.05,4.3
3398,modern,95126,32075.08,69.79,3.55
3399,industrial,95101,47305.04,37.61,2.34
3400,vintage,95122,69307.77,23.09,2.08
3401,minimalist,95126,57152.41,29.93,4.02
3402,modern,95105,63792.86,11.12,2.27
3403,minimalist,95128,59224.5,91.36,2.25
3404,vintage,95122,35461.89,35.26,4.56
3405,vintage,95129,49747.11,15.2,4.24
3406,art gallery,95109,69559.75,82.46,3.99
3407,minimalist,95140,65826.74,25.33,3.99
3408,art gallery,95105,69628.53,66.5,4.96
3409,art gallery,95103,47118.63,86.97,2.47
3410,romantic,95128,58982.29,93.55,0.12
3411,vintage,95117,77755.89,72.66,3.67
3412,romantic,95132,59890.61,28.25,2.9
3413,vintage,95105,67603.37,95.27,0.87
3414,industrial,95111,55729.49,94.39,2.73
3415,vintage,95103,77875.47,33.0,2.84
3416,romantic,95126,48866.48,85.43,0.31
3417,modern,95101,34468.9,87.67,0.2
3418,industrial,95134,39689.12,86.52,4.41
3419,modern,95110,72906.67,58.23,1.96
3420,modern,95140,62343.53,87.82,2.14
3421,romantic,95117,53977.29,21.26,0.74
3422,art gallery,95122,72153.64,86.29,3.07
3423,modern,95105,62169.21,44.96,0.43
3424,art gallery,95118,66840.07,39.36,1.23
3425,art gallery,95124,61333.14,78.16,4.88
3426,modern,95112,78517.49,9.63,3.2
3427,romantic,95140,70354.43,91.5,2.07
3428,industrial,95123,34435.14,87.77,1.44
3429,minimalist,95106,69656.65,59.89,4.63
3430,industrial,95108,51735.62,43.48,3.9
3431,modern,95120,58459.88,63.36,4.54
3432,art gallery,95104,79443.32,35.72,1.6
3433,industrial,95110,76045.11,43.14,0.59
3434,vintage,95125,74456.57,18.43,1.34
3435,modern,95148,69282.97,37.32,0.13
3436,art gallery,95138,57291.49,90.62,1.96
3437,art gallery,95118,47883.11,6.52,1.77
3438,art gallery,95110,75629.07,17.95,2.13
3439,minimalist,95117,72752.15,25.45,2.78
3440,minimalist,95128,73645.56,45.62,4.38
3441,modern,95148,74992.56,97.42,2.78
3442,romantic,95121,48575.14,44.96,3.2
3443,vintage,95138,34038.63,87.02,4.96
3444,minimalist,95101,61412.66,41.11,2.81
3445,vintage,95117,68300.6,97.14,3.43
3446,minimalist,95132,75910.65,77.71,2.74
3447,industrial,95117,63871.66,83.68,2.13
3448,romantic,95110,62148.67,17.9,2.08
3449,modern,95108,32532.61,54.04,0.32
3450,minimalist,95138,78087.17,1.54,0.27
3451,modern,95123,70050.22,2.34,1.86
3452,industrial,95131,63661.2,64.31,3.35
3453,art gallery,95101,58549.77,89.07,3.91
3454,industrial,95107,52819.24,80.56,3.64
3455,romantic,95140,55018.32,42.57,2.65
3456,minimalist,95108,39707.4,56.95,3.88
3457,art gallery,95120,67925.55,3.97,5.0
3458,minimalist,95102,76800.94,96.76,0.09
3459,minimalist,95129,38275.17,61.38,2.44
3460,vintage,95121,55184.66,32.04,4.02
3461,industrial,95105,32595.85,96.53,2.15
3462,industrial,95111,51959.07,78.92,2.76
3463,modern,95129,73423.3,61.13,0.81
3464,romantic,95125,52340.07,40.95,2.9
3465,art gallery,95136,69147.87,89.45,2.31
3466,art gallery,95123,38943.44,80.92,3.36
3467,minimalist,95102,43558.79,34.89,2.91
3468,vintage,95112,34064.07,30.25,2.44
3469,minimalist,95132,68384.01,35.78,2.89
3470,art gallery,95139,57779.8,64.03,3.86
3471,industrial,95139,76546.48,54.37,3.47
3472,romantic,95138,48734.47,10.4,2.74
3473,art gallery,95136,65362.47,38.38,2.89
3474,industrial,95105,59455.85,15.73,3.16
3475,modern,95119,79109.65,13.48,1.27
3476,minimalist,95108,30799.45,75.79,1.64
3477,industrial,95126,54225.05,15.86,3.99
3478,minimalist,95136,55455.66,87.68,2.34
3479,modern,95133,45980.05,64.46,3.49
3480,modern,95120,58841.7,85.85,3.1
3481,art gallery,95112,38598.01,56.49,0.64
3482,romantic,95124,61240.76,12.78,0.99
3483,romantic,95122,71145.04,69.23,1.63
3484,art gallery,95109,65523.4,97.51,1.45
3485,industrial,95109,46827.34,26.07,1.86
3486,minimalist,95118,37361.91,11.99,4.06
3487,vintage,95133,31976.2,78.31,2.18
3488,romantic,95112,72118.99,70.29,2.31
3489,industrial,95121,78196.71,18.23,2.99
3490,romantic,95122,31814.98,61.35,2.21
3491,vintage,95103,41236.84,30.26,2.34
3492,industrial,95101,78521.43,29.32,4.66
3493,modern,95102,43387.21,42.77,2.55
3494,vintage,95133,43905.95,62.33,2.29
3495,industrial,95106,68599.73,75.01,2.79
3496,modern,95122,33996.21,74.0,3.89
3497,romantic,95140,44394.27,52.42,3.38
3498,vintage,95139,73400.51,81.95,3.7
3499,romantic,95105,78053.67,37.15,1.05
3500,industrial,95110,37868.2,39.58,3.75
3501,vintage,95136,60108.21,34.89,0.03
3502,minimalist,95128,76616.51,90.76,1.47
3503,industrial,95109,76461.62,90.75,3.53
3504,minimalist,95124,76124.51,28.73,2.02
3505,romantic,95139,63505.83,6.45,4.83
3506,industrial,95127,63154.63,14.9,3.38
3507,romantic,95129,79658.33,94.58,2.1
3508,minimalist,95116,39950.98,55.36,0.09
3509,art gallery,95125,73253.25,12.34,2.97
3510,modern,95125,66092.71,67.7,2.02
3511,romantic,95126,44449.14,78.23,2.02
3512,vintage,95112,61873.73,79.4,1.01
3513,industrial,95131,40541.27,11.91,3.22
3514,industrial,95129,44714.38,44.63,1.85
3515,industrial,95109,48615.11,92.56,3.1
3516,industrial,95111,66465.35,33.33,1.66
3517,modern,95127,32567.3,0.94,3.97
3518,romantic,95126,72536.46,95.33,0.62
3519,vintage,95105,77603.22,59.78,3.59
3520,modern,95131,54128.83,50.08,1.55
3521,art gallery,95120,75481.16,40.45,0.64
3522,vintage,95101,61977.79,76.17,4.35
3523,modern,95124,33252.24,70.96,1.14
3524,minimalist,95139,68283.76,29.35,1.07
3525,minimalist,95107,44925.71,68.53,2.57
3526,vintage,95135,66850.31,10.58,0.87
3527,art gallery,95117,55978.72,10.74,3.05
3528,minimalist,95129,41193.32,93.91,4.86
3529,art gallery,95134,57775.41,2.48,1.99
3530,art gallery,95135,35231.95,1.34,3.92
3531,modern,95135,37402.64,32.08,3.43
3532,minimalist,95135,45301.56,44.3,2.91
3533,minimalist,95129,58365.26,79.56,1.9
3534,vintage,95134,70456.3,36.48,0.19
3535,art gallery,95104,52869.24,34.2,3.05
3536,romantic,95119,75849.17,47.73,1.28
3537,art gallery,95104,70378.81,3.87,1.93
3538,art gallery,95105,59603.79,65.77,3.22
3539,minimalist,95129,60996.89,32.0,3.67
3540,minimalist,95111,52603.79,48.83,1.99
3541,vintage,95113,68593.69,68.36,1.62
3542,modern,95103,62487.56,32.43,1.04
3543,modern,95135,76574.1,50.54,4.23
3544,romantic,95140,53148.39,61.11,0.53
3545,vintage,95122,63002.56,98.46,2.78
3546,romantic,95125,31797.69,38.52,4.01
3547,minimalist,95110,46499.66,74.02,1.22
3548,minimalist,95106,35565.04,38.56,4.3
3549,industrial,95140,44077.03,31.72,3.75
3550,modern,95127,74740.51,0.35,1.7
3551,romantic,95112,64926.59,20.61,4.02
3552,industrial,95133,58998.73,0.48,2.97
3553,vintage,95116,53705.55,1.81,1.12
3554,industrial,95128,42831.82,20.26,4.47
3555,minimalist,95135,37680.32,81.32,4.53
3556,minimalist,95148,30028.33,28.3,3.39
3557,industrial,95104,76617.21,92.28,1.28
3558,romantic,95135,31122.09,32.04,2.97
3559,romantic,95107,58967.66,72.25,4.86
3560,vintage,95120,73399.22,53.15,0.97
3561,modern,95121,61049.04,78.75,0.27
3562,vintage,95106,45483.33,18.56,4.63
3563,art gallery,95131,75163.64,22.83,3.91
3564,romantic,95112,37436.3,21.35,2.67
3565,art gallery,95117,51008.6,99.32,1.99
3566,industrial,95110,74445.85,21.12,1.3
3567,romantic,95109,46758.19,70.29,1.85
3568,modern,95106,57144.7,34.03,3.93
3569,minimalist,95132,41295.91,17.44,0.78
3570,minimalist,95127,64820.86,50.24,1.6
3571,vintage,95124,65036.04,44.03,3.65
3572,minimalist,95121,36523.43,83.78,1.49
3573,modern,95120,51071.11,62.36,0.95
3574,romantic,95128,57853.48,92.68,3.07
3575,vintage,95121,78100.63,1.42,3.63
3576,romantic,95109,63625.09,56.38,1.66
3577,modern,95117,72786.48,61.62,1.27
3578,romantic,95134,41270.96,96.89,0.47
3579,industrial,95125,78708.0,38.09,0.4
3580,modern,95112,71007.7,94.35,1.16
3581,minimalist,95108,37976.64,43.73,2.26
3582,vintage,95128,38828.68,90.35,0.43
3583,vintage,95123,43730.72,88.36,3.55
3584,vintage,95133,44058.96,58.58,0.93
3585,industrial,95134,65297.99,26.98,1.47
3586,art gallery,95104,76557.86,23.34,4.22
3587,vintage,95104,61761.7,22.03,4.84
3588,vintage,95139,66839.39,95.69,1.12
3589,industrial,95107,79040.51,46.15,3.77
3590,vintage,95104,68668.11,16.79,0.88
3591,vintage,95132,64730.75,84.94,0.42
3592,vintage,95117,74222.2,57.14,4.86
3593,modern,95112,42775.86,65.14,1.66
3594,modern,95110,39230.74,94.51,0.83
3595,art gallery,95139,54407.51,68.61,3.19
3596,industrial,95126,60733.48,18.68,4.35
3597,art gallery,95134,72840.88,90.15,1.18
3598,modern,95112,44918.92,10.28,2.99
3599,art gallery,95136,61922.02,22.87,2.75
3600,romantic,95132,69579.93,85.36,4.89
3601,vintage,95135,40238.97,38.09,3.06
3602,art gallery,95116,67492.95,87.88,2.47
3603,romantic,95116,30123.21,97.3,0.46
3604,vintage,95140,33205.48,8.23,0.36
3605,modern,95110,71753.75,94.96,3.7
3606,minimalist,95135,64936.75,6.85,2.45
3607,industrial,95102,56491.12,91.17,0.74
3608,art gallery,95128,38496.47,42.88,4.65
3609,minimalist,95119,63486.02,47.49,0.55
3610,romantic,95132,74725.84,56.22,3.13
3611,modern,95132,60307.24,28.38,2.08
3612,industrial,95107,69936.67,95.39,1.5
3613,vintage,95132,48491.97,19.35,4.9
3614,romantic,95112,72169.25,28.94,0.99
3615,vintage,95117,30341.16,15.35,4.9
3616,minimalist,95107,53069.45,43.94,4.68
3617,vintage,95131,57821.12,98.02,3.32
3618,minimalist,95116,58662.31,61.26,1.06
3619,art gallery,95108,30456.44,0.87,3.22
3620,minimalist,95107,30591.88,24.15,4.44
3621,industrial,95101,33656.41,26.31,4.92
3622,romantic,95106,55193.82,33.66,4.7
3623,art gallery,95104,79517.64,86.27,3.11
3624,industrial,95124,37284.74,26.88,4.6
3625,minimalist,95119,40201.97,26.74,0.98
3626,industrial,95106,36460.8,64.26,4.7
3627,industrial,95102,52285.54,94.29,0.63
3628,romantic,95136,55780.18,46.72,4.15
3629,romantic,95116,58189.35,68.53,2.12
3630,romantic,95110,38678.49,4.31,2.64
3631,art gallery,95109,46878.86,41.11,4.82
3632,minimalist,95128,48736.53,12.99,2.58
3633,modern,95129,37322.81,13.29,0.9
3634,vintage,95101,73332.56,28.47,4.29
3635,art gallery,95140,70982.39,46.29,3.52
3636,modern,95112,59658.47,84.32,0.32
3637,romantic,95135,46986.33,30.3,0.66
3638,modern,95134,55762.72,71.11,0.15
3639,minimalist,95119,62637.79,93.48,0.65
3640,modern,95139,66030.07,8.41,4.32
3641,art gallery,95135,64167.25,54.77,3.66
3642,industrial,95133,40308.78,80.68,4.94
3643,art gallery,95123,77957.03,2.17,2.08
3644,romantic,95101,73284.98,12.18,4.37
3645,industrial,95117,35557.9,67.07,4.42
3646,vintage,95136,33739.86,57.9,4.51
3647,vintage,95134,36948.49,34.93,0.56
3648,industrial,95118,32175.54,65.34,3.87
3649,vintage,95116,56633.17,47.52,0.66
3650,minimalist,95121,48328.66,88.66,1.32
3651,minimalist,95111,59064.26,99.71,0.42
3652,vintage,95122,40016.37,93.95,0.66
3653,minimalist,95125,48749.62,35.78,2.72
3654,art gallery,95112,46404.25,23.09,4.57
